2023-08-02 12:45:16,496 INFO    StreamThr :15210 [internal.py:wandb_internal():86] W&B internal server running at pid: 15210, started at: 2023-08-02 12:45:16.496469
2023-08-02 12:45:16,498 DEBUG   HandlerThread:15210 [handler.py:handle_request():144] handle_request: status
2023-08-02 12:45:16,500 INFO    WriterThread:15210 [datastore.py:open_for_write():85] open: /home/user/Thesis/wandb/run-20230802_124516-iebhhnmc/run-iebhhnmc.wandb
2023-08-02 12:45:16,500 DEBUG   SenderThread:15210 [sender.py:send():375] send: header
2023-08-02 12:45:16,525 DEBUG   SenderThread:15210 [sender.py:send():375] send: run
2023-08-02 12:45:17,087 INFO    SenderThread:15210 [dir_watcher.py:__init__():219] watching files in: /home/user/Thesis/wandb/run-20230802_124516-iebhhnmc/files
2023-08-02 12:45:17,087 INFO    SenderThread:15210 [sender.py:_start_run_threads():1124] run started: iebhhnmc with start time 1690969516.496608
2023-08-02 12:45:17,087 DEBUG   SenderThread:15210 [sender.py:send_request():402] send_request: summary_record
2023-08-02 12:45:17,087 INFO    SenderThread:15210 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-08-02 12:45:17,090 DEBUG   HandlerThread:15210 [handler.py:handle_request():144] handle_request: check_version
2023-08-02 12:45:17,090 DEBUG   SenderThread:15210 [sender.py:send_request():402] send_request: check_version
2023-08-02 12:45:17,265 DEBUG   HandlerThread:15210 [handler.py:handle_request():144] handle_request: run_start
2023-08-02 12:45:17,271 DEBUG   HandlerThread:15210 [system_info.py:__init__():31] System info init
2023-08-02 12:45:17,272 DEBUG   HandlerThread:15210 [system_info.py:__init__():46] System info init done
2023-08-02 12:45:17,272 INFO    HandlerThread:15210 [system_monitor.py:start():181] Starting system monitor
2023-08-02 12:45:17,272 INFO    SystemMonitor:15210 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-02 12:45:17,272 INFO    SystemMonitor:15210 [interfaces.py:start():190] Started cpu monitoring
2023-08-02 12:45:17,272 INFO    HandlerThread:15210 [system_monitor.py:probe():201] Collecting system info
2023-08-02 12:45:17,273 INFO    SystemMonitor:15210 [interfaces.py:start():190] Started disk monitoring
2023-08-02 12:45:17,274 INFO    SystemMonitor:15210 [interfaces.py:start():190] Started memory monitoring
2023-08-02 12:45:17,274 INFO    SystemMonitor:15210 [interfaces.py:start():190] Started network monitoring
2023-08-02 12:45:17,316 DEBUG   HandlerThread:15210 [system_info.py:probe():195] Probing system
2023-08-02 12:45:17,320 DEBUG   HandlerThread:15210 [system_info.py:_probe_git():180] Probing git
2023-08-02 12:45:17,331 DEBUG   HandlerThread:15210 [system_info.py:_probe_git():188] Probing git done
2023-08-02 12:45:17,332 DEBUG   HandlerThread:15210 [system_info.py:probe():240] Probing system done
2023-08-02 12:45:17,332 DEBUG   HandlerThread:15210 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-78-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-08-02T09:45:17.316280', 'startedAt': '2023-08-02T09:45:16.490358', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'panda.py', 'codePath': 'panda.py', 'git': {'remote': 'git@github.com:cchristofi/FeedbackLearning.git', 'commit': 'ee0fe4db27c414a199e1b0200502a27711994e36'}, 'email': 'cc.christofi98@gmail.com', 'root': '/home/user/Thesis', 'host': 'G5-5587', 'username': 'user', 'executable': '/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2562.9221666666667, 'min': 800.0, 'max': 4100.0}, 'cpu_freq_per_core': [{'current': 3998.898, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 3997.564, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}, {'current': 2200.0, 'min': 800.0, 'max': 4100.0}], 'disk': {'total': 467.8895797729492, 'used': 66.10696029663086}, 'memory': {'total': 15.321174621582031}}
2023-08-02 12:45:17,332 INFO    HandlerThread:15210 [system_monitor.py:probe():211] Finished collecting system info
2023-08-02 12:45:17,332 INFO    HandlerThread:15210 [system_monitor.py:probe():214] Publishing system info
2023-08-02 12:45:17,332 DEBUG   HandlerThread:15210 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-02 12:45:17,332 DEBUG   HandlerThread:15210 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-02 12:45:17,333 INFO    HandlerThread:15210 [system_monitor.py:probe():216] Finished publishing system info
2023-08-02 12:45:17,335 DEBUG   SenderThread:15210 [sender.py:send():375] send: files
2023-08-02 12:45:17,335 INFO    SenderThread:15210 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-08-02 12:45:17,340 DEBUG   HandlerThread:15210 [handler.py:handle_request():144] handle_request: stop_status
2023-08-02 12:45:17,340 DEBUG   SenderThread:15210 [sender.py:send_request():402] send_request: stop_status
2023-08-02 12:45:17,678 DEBUG   SenderThread:15210 [sender.py:send():375] send: telemetry
2023-08-02 12:45:17,918 INFO    wandb-upload_0:15210 [upload_job.py:push():137] Uploaded file /tmp/tmp9us98iiywandb/tqjs6mmp-wandb-metadata.json
